deal_id,deal_name,sponsor,confidence,proposed_mt_number,suggested_mt_number,your_decision,why_flagged,suggestion_basis,base_mt_number,suffix,is_extension_or_followon,extension_number,won_deal,hubspot_url
60524975729,DLF: Smoker NSCLC & normal - plasma,DLF,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60524975729
17931820554,DLF: Various Oncology -Plasma,DLF,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17931820554
37492237911,DRB: Asthma and healthy - whole blood and serum,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/37492237911
6811453184,DRB: Celiac disease - colonic biopsies,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6811453184
8647045706,DRB: Lymphomas & CLL - FNA/BMA and blood,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8647045706
6948236857,"DRB: Microscopic Colitis - fresh tissue, blood, FFPE",DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6948236857
43576132782,DRB: Multiple Myeloma - whole blood,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/43576132782
61024910870,DRB: NSCLC or lung NAT - tissue,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/61024910870
7213943431,DRB: Small bowel biopsies - fresh tissue,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7213943431
38160136455,DRB: Various autoimmune - PBMC and serum,DRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38160136455
1876432215,DSK: HER2 - FFPE,DSK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1876432215
12467796882,DSK: Metastatic breast - FFPE & PBMC,DSK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12467796882
10163365173,"DSN: 1,100 High risk / low risk asymptomatic COVID - NPS or NS",DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10163365173
5507900520,DSN: Asymptomatic COVID - NPS or NS,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5507900520
3404621293,"DSN: Asymptomatic COVID - NS, NPS (if no PCR),& saliva",DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3404621293
3615011339,DSN: Celiac disease - serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3615011339
4050143706,DSN: COVID 60-30 - NPS & saliva,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4050143706
4075651900,DSN: Lyme disease - plasma & serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4075651900
9460284083,DSN: Medullary thyroid carcinoma - serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9460284083
9435787658,DSN: Non-endemic Lyme disease region healthies - serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9435787658
5341696536,DSN: Parvovirus - serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5341696536
9460284426,DSN: Parvovirus IgM+  - serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9460284426
10711647324,DSN: Pharmacy swab testing only,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10711647324
4580413592,DSN: Positive COVID - AN swabs,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4580413592
8967065718,DSN: Respiratory infection - 4 swabs + discrepant call back,DSN,NO NUMBER,,,,no MT number in the deal name,,,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/8967065718
8019816505,"DSN: Respiratory infection 7 days - AN x 2, NPS",DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8019816505
4318256143,DSN: Respiratory POC - 2 swabs,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4318256143
9486381995,DSN: Standing & supine healthy - urine & blood,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9486381995
3404621199,"DSN: Symptomatic COVID ""Same-Day"" - NPS & saliva",DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3404621199
3938143382,DSN: Vaccinated COVID - serum,DSN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3938143382
4890973102,DTL: Endometriosis - plasma/serum,DTL,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4890973102
4340186784,DTL: Endometriosis - serum,DTL,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4340186784
52884735560,DXC: Brain cancer & controls - serum,DXC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/52884735560
31826990625,DXC: CRC - plasma,DXC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/31826990625
52556952160,DXC: Ovarian & uterine cancer & controls - serum,DXC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/52556952160
52901238277,DXC: Pancreatic cancer & diabetic controls - serum,DXC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/52901238277
2460298951,"EAR: NSCLC, breast, panc - WB",EAR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2460298951
64175351618,EII: Naive State I & II bladder cancer - plasma,EII,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/64175351618
64175414143,EII: Pre PD1/PDL1 lung & RCC with response - plasma,EII,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/64175414143
2016975195,EIM - COVID,EIM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2016975195
2265023219,EIM: COVID - banked serum/plasma,EIM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2265023219
63222904882,ELM: Pancreatic Cancer - FFPE and FF tissues,ELM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63222904882
60177535238,ELS: HGSOC and Endometrial Cancer - Fresh Tissue,ELS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60177535238
60177535105,ELS: HNSCC and Ovarian Cancer - Fresh Tissue,ELS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60177535105
62639584795,ELS: NSCLC and mCRC liver mets - Fresh Tissue,ELS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/62639584795
13207567912,EMC: CRC with outcome info - fresh tumor ,EMC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13207567912
59915108278,EMC: PDAC - Fresh Tissue,EMC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/59915108278
5114046092,"EMD: HNSCC, NSCLC, normal - blood",EMD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5114046092
1852981662,EME - COVID 1,EME,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1852981662
1950722597,EPC: Breast - blood,EPC,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1950722597
22340704886,EPT: Prostate cancer - tissue,EPT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22340704886
63433951241,EQB: NSCLC - fresh tumor & NAT,EQB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63433951241
21953878129,EQB: post- mortem liver - NAT,EQB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21953878129
48892466444,ETB: CKD + Control - Tissue + Biofluids,ETB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/48892466444
48859432291,ETB: MASLD + ARLD - Tissue + Biofluids,ETB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/48859432291
19250751833,EXS: 18 stage III/IV cancers and MSI-H CRC - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19250751833
39908205902,EXS: 18 tube healthy - plasma & buffy,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39908205902
8597599382,"EXS: 1st project, solid tumors & lymphoma - plasma & serum",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8597599382
17007676811,EXS: 20 healthy pilot - same day blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17007676811
58332279979,"EXS: Adenoma + Negative Colonoscopy - Plasma, Buffy, FFPE",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/58332279979
46041360022,EXS: Adenoma - plasma & FFPE,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/46041360022
33462389287,"EXS: Adenoma, CRC, normal - blood",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/33462389287
35486526020,EXS: Advanced adenoma - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35486526020
35295215443,EXS: Advanced precancerous lesions - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35295215443
29310297739,"EXS: APL, CRC, negative colonoscopy - plasma, buffy coat, & FFPE",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/29310297739
32256410762,"EXS: Breast & CRC (ambient LBgard) - tissue, blood",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32256410762
13998515360,EXS: Breast & CRC - FFPE and whole blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13998515360
13317055353,"EXS: Breast & CRC - FFPE, plasma, buffy coat",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13317055353
14798095905,"EXS: Breast & NSCLC La Jolla - FFPE, plasma, buffy coat",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14798095905
17006621463,"EXS: Breast and CRC - FFPE tumor, FFPE normal, frozen tumor, plasma, buffy",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17006621463
35392098375,"EXS: Breast, CRC, other solid tumors fresh vs. frozen LBgard 0.0 - FFPE, plasma, buffy coat, whole blood",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35392098375
63673380145,EXS: Calcified Tumor FFPE,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63673380145
18097201233,EXS: Cancer - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18097201233
34585824549,EXS: CRC - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34585824549
52087890099,EXS: CRC stage I/II and APL - plasma + buffy coat (retrospective),EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/52087890099
51633467526,"EXS: CRC, AA, Healthy - Stool",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51633467526
17006622566,"EXS: CRC, gastro-esophageal, NSCLC, TNBC - FFPE + plasma",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17006622566
8241429801,"EXS: CRC, TNBC - FFPE, buffy coat, plasma, serum",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8241429801
60271626882,EXS: Healthy - Streck Whole Blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60271626882
52087951448,EXS: Healthy - whole blood (San Diego),EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/52087951448
17635664274,EXS: Healthy 40 Streck tubes - blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17635664274
42976481170,EXS: Healthy pilot #2 - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/42976481170
28586770202,EXS: Healthy same day (Madison) - blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/28586770202
20009184697,EXS: healthy same day (San Diego) - whole blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20009184697
59814955643,EXS: Healthy Stool,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/59814955643
50770735504,"EXS: Healthy, APL, CRC, Benign - Plasma",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/50770735504
51658270374,"EXS: Healthy, CRC, APL, Benign - plasma and buffy ",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51658270374
13245707061,"EXS: HER2+ - FFPE, plasma, buffy coat",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13245707061
16362666374,"EXS: Longitudinal NSCLC & normal - FFPE, plasma, buffy coat",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/16362666374
56709608603,"EXS: Matched Tx Naive Breast Cancer - Ex-Vivo CNB FFPE, Plasma, Buffy",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/56709608603
19250754056,EXS: MSI-High cancer - plasma,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19250754056
32369549134,"EXS: Mutant stage III-IV bladder, gastric, GBM, NSCLC, liposarcoma - FFPE, whole blood OR buffy coat",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32369549134
49908843919,EXS: NAT - FFPE and Buffy Coat,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/49908843919
21178077826,EXS: Normal - FFPE,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21178077826
42656920406,EXS: Pre/post surgery multi-cancer - plasma & tissue,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/42656920406
61024890455,"EXS: Prospective Cirrhosis - Tube Comparison (LBgard v1.2, Streck, Serum)",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/61024890455
61038814844,EXS: Prospective CRC - Streck Plasma + Buffy Coat (US sites),EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/61038814844
39387609755,EXS: Same-day healthy (San Diego) pilot - blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39387609755
63925243016,EXS: Stage I-III HER2+ Breast Cancer - FFPE ,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63925243016
58556247915,EXS: Streck vs LBG 2.0 - Various Cancers - Whole Blood,EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/58556247915
14405860945,"EXS: TNBC - FFPE, plasma. buffy coat",EXS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14405860945
5477048141,FDM: Healthy controls - whole blood,FDM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5477048141
4894178194,"FDM: Lung, CRC, breast, prostate - FFPE & plasma",FDM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4894178194
4679113142,"FDM: Lung, CRC, prostate, breast, liver - tissue & blood",FDM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4679113142
13437439115,FDX: DLBCL - plasma & PBMCs,FDX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13437439115
6810962179,FDX: Healthy - plasma & buffy coat,FDX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6810962179
13233867345,FDX: lung and breast cancer - FFPE & plasma,FDX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13233867345
19191131909,FDX: Normal tissue - FFPE,FDX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19191131909
9186784654,"FGT: Healthy,cardiometabolic,inflammatory, neurological, cancer - FFPE",FGT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9186784654
32094057335,"FIB: RA, SLE, MS, healthy - buffy coat and plasma",FIB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32094057335
20089357851,FLB: NAT Lung - FFPE,FLB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20089357851
4578574440,FLD: COVID - NPS & saliva,FLD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4578574440
2811226801,"FLD: Respiratory - NP, saliva",FLD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2811226801
14270477861,FLG: NSCLC & panc - tissue,FLG,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14270477861
13355882050,"FLG: NSCLC, melanoma, RCC - fresh or cryopreserved tissue",FLG,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13355882050
43542890858,FLM: MCED cancer & same-site healthy - plasma,FLM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/43542890858
12974246474,FND: H&N SCC & NSCLC - fresh tumor,FND,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12974246474
7986860978,"FON: Breast, lung, CRC targeted therapy - tissue & longitudinal data",FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7986860978
8800996978,FON: CRC - tissue & blood,FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8800996978
7986867853,"FON: Gastric, esophageal, sarcoma - tissue",FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7986867853
8430195827,FON: IO (NSCLC preference) - pre-therapy blood & longitudinal data,FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8430195827
7986772833,"FON: Lung, breast, colon w/ outcome data - frozen tissue",FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7986772833
11230709596,FON: NSCLC and ovarian cancer - ascites,FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11230709596
8801117764,FON: Stage III or IV NSCLC - blood,FON,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8801117764
22369886066,FRN: 35 pack - years smokers - plasma,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22369886066
43524640877,FRN: Any lung cancer (including NSCLC) - whole blood,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/43524640877
63739930035,FRN: Aqueous humor - frozen,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63739930035
20717604424,FRN: CRC & adenoma - plasma & buffy coat,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20717604424
10773361520,FRN: CRC - blood,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10773361520
20717987588,"FRN: CRC - FFPE, plasma & buffy coat",FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20717987588
43530930086,FRN: CRC - whole blood,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/43530930086
21592889885,"FRN: CRC, AA, normal - slides, plasma, buffy",FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21592889885
64175546714,FRN: HCC and benign liver diseases - serum,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/64175546714
63222229668,FRN: Human CSF,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63222229668
10934356866,FRN: Hyperlipemic - blood,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10934356866
10845255441,FRN: Jaundice - blood,FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10845255441
63739304883,"FRN: Normal dermal punches - tissue, FFPE",FRN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63739304883
14345184810,"FTB: Influenza, RSV - swabs",FTB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14345184810
15692569150,FTH: Normal skin - biopsy tissue,FTH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15692569150
9254306668,"FTX: Bladder cancer ""integrated study""",FTX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9254306668
6284611493,FTX: Bladder cancer - TBD,FTX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6284611493
16896483884,FTX: mCRPC - FFPE,FTX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/16896483884
5343056306,"FWB: Melanoma, CRC, NSCLC, ovarian, head & neck - tumor",FWB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5343056306
35468571980,FYR: Ovarian cancer and benign - plasma,FYR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35468571980
33448267412,"FYR: Stage III-IV NSCLC - FFPE, plasma",FYR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/33448267412
17780459546,"GCH: BI-RADS 1&2 mammogram, benign breast, breast cancer - whole blood or plasma",GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17780459546
20364046362,"GCH: BI-RADS mammogram negative, DCIS, benign breast cancer – whole blood or plasma",GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20364046362
12552109136,GCH: cancer and healthy - whole blood OR plasma,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12552109136
12552109083,"GCH: CRC, ovarian, esophageal, liver, pancreatic - plasma",GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12552109083
18172296967,GCH: Healthy - whole blood,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18172296967
20363915582,GCH: Lung cancer and benign nodules – whole blood,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20363915582
17780791073,GCH: Lung nodule clinical trial - plasma,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17780791073
23127105189,GCH: NSCLC & LDCT Negative Smokers - blood or plasma,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23127105189
32392992911,GCH: NSCLC Stage I - plasma,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32392992911
17780790925,GCH: Stage I NSCLC & Stage II breast - plasma,GCH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17780790925
14613886123,GDT: Solid tumors (EU delivery) - tissue,GDT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14613886123
